brand,name,type,country,ingredients,afterUse
Cetaphil,Acne Relief Body Wash,Bath & Body,United States,"[Benzyl Alcohol 2%,Butyrospermum Parkii Butter,Cocamidopropyl Betaine,Glycerin,Glycine Soja Oil,Guar Hydroxypropyltrimonium Chloride,Hydrogenated Soybean Oil,Hydroxypropyl Starch Phosphate,Lactic Acid,Lauric Acid,Palmitic Acid,Phenoxyethanol,Sodium Benzoate,Sodium Chloride,Sodium Hydroxide,Sodium Lauroyl Glycinate,Sodium Lauryl Sulfate,Sodium Isethionate,Stearic Acid,Tetrasodium EDTA,Water]","[Reduces Large Pores,Anti-Aging,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema]"
Tree Hut,Bare Hair Minimizing Butter,Bath & Body,,"[Water,Isopropyl Palmitate,Stearic Acid,Glycerin,Cetearyl Alcohol,Dimethicone,Butylene Glycol,Isododecane,Glyceryl Stearate,Peg-100 Stearate,Gymnema Sylvestre Leaf Extract,Butyrospermum Parkii Butter,Pentylene Glycol,Theobroma Cacao Seed Butter,Sorbitan Stearate,Triethanolamine,Sodium Polyacrylate,Hydrogenated Polydecene,Trideceth-10,Polysorbate 60,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Biosaccharide Gum-1,Phenoxyethanol,Caprylyl Glycol,Ethylhexylglycerin,Parfum]","[May Worsen Oily Skin,Acne Trigger]"
Happy Naturals,Revitalising Foot Scrub Sea Minerals & Ginger Root,Bath & Body,United Kingdom,"[Water,Pumice,Glycerin,Coco-Glucoside,Avena Sativa Kernel Meal,Carbomer,Parfum,Sodium Hydroxide,2-Bromo-2-Nitropropane-1,3-Diol,Aloe Barbadensis Leaf Juice,Eucalyptus Globulus Leaf Oil,Maris Sal,Mentha Arvensis Leaf Oil,Zingiber Officinale Root Extract,Arnica Montana Flower Extract,Chondrus Crispus Extract,Fucus Vesiculosus Extract,Laminaria Japonica Extract,Sargassum Pallidum Extract,Citric Acid,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Limonene,Linalool,Benzyl Salicylate]","[Hydrating,Reduces Large Pores,Drying,Irritating]"
Zitsticka,SILKSHAKE Probiotic-Rich Body Wash,Bath & Body,United States,"[Water,Sodium Cocoyl Glycinate,Glycerin,Sodium Lauroamphoacetate,Acrylates Copolymer,Cocamidopropyl Betaine,Inulin,Sodium Chloride,Benzyl Alcohol,Myristic Acid,Cocos Nucifera Fruit Extract,Ethylhexylglycerin,Melaleuca Alternifolia Leaf Oil,Sodium Gluconate,Glycol Stearate,Lauric Acid,Caprylhydroxamic Acid,Lactobacillus Ferment,Avena Sativa Bran Extract,Fructose,Cocamidopropyl Dimethylamine,Leuconostoc/Radish Root Ferment Filtrate,Euterpe Oleracea Fruit Extract,Dimethylaminopropylamine,Linoleic Acid,Oleic Acid,Linolenic Acid]","[Good For Oily Skin,Drying,May Worsen Oily Skin,Acne Trigger]"
Lacura,Pawpaw + Aloe Vera,Bath & Body,United Kingdom,"[Paraffin,Paraffinum Liquidum,Carica Papaya Fruit Extract,Water,Cera Alba,Ceteareth-20,Potassium Sorbate,Curcuma Longa Rhizome Extract,Aloe Barbadensis Extract,Vanillin,Disodium EDTA]",[May Worsen Oily Skin]
Dermelect,Cleavage Contour Ultra Lifting Cream,Bath & Body,United States,"[Water,C12-15 Alkyl Benzoate,Glycerin,Stearyl Alcohol,Cetyl Alcohol,Glyceryl Stearate,Peg-100 Stearate,Sorbitan Isostearate,Dimethicone,Ubiquinone,Ascorbic Acid,Tocopheryl Acetate,Squalane,Persea Gratissima Oil,Simmondsia Chinensis Seed Oil,Carthamus Tinctorius Seed Oil,Sodium Hyaluronate,Chamomilla Recutita Flower Extract,Carbenia Benedicta Extract,Angelica Polymorpha Sinensis Root Extract,Taraxacum Officinale Root Extract,Dioscorea Villosa Root Extract,Serenoa Serrulata Fruit Extract,Trigonella Foenum-Graecum Seed Extract,Lavandula Angustifolia Flower Extract,Gelidiella Acerosa Extract,Phenoxyethanol,Ethylhexylglycerin,Pelargonium Graveolens Flower Oil,Ci 17200]","[Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening]"
Caswell-Massey,Old Faithful Soap,Bath & Body,United States,"[Sodium Palmate,Sodium Cocoate,Water,Glycerin,Butyrospermum Parkii Oil,Theobroma Cacao Seed Butter,Olea Europaea Fruit Oil,Vitis Vinifera Seed Oil,Pinus Sylvestris Leaf Oil,Avena Sativa Bran,Kaolin,Parfum,Pentasodium Pentetate,Tetrasodium Etidronate,Sodium Chloride,Butylphenyl Methylpropional]","[Drying,Acne Trigger]"
CeraVe,Healing Ointment,Bath & Body,Canada,"[Petrolatum 465%,Paraffinum Liquidum,Paraffin,Ozokerite,Dimethicone,Ceramide NP,Ceramide AP,Ceramide EOP,Carbomer,Water,Sodium Lauroyl Lactylate,Proline,Cholesterol,Phenoxyethanol,Tocopheryl Acetate,Tocopherol,Hydrolyzed Hyaluronic Acid,Panthenol,Pantolactone,Phytosphingosine,Xanthan Gum,Ethylhexylglycerin]","[Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating]"
Chanel,Bleu De Chanel After Shave Lotion,Bath & Body,France,"[Alcohol,Water,Parfum,Methyl Gluceth-20,Peg-40 Hydrogenated Castor Oil,Limonene,Linalool,Allantoin,Citronellol,Sodium Citrate,Citral,Phytic Acid,Citric Acid,Coumarin,Geraniol,Sodium Benzoate]","[Reduces Large Pores,Drying,Irritating,Rosacea]"
megababe,Happy Pits Underarm Mask,Bath & Body,United States,"[Water,Kaolin,Bentonite,Propanediol,Sd Alcohol 40-B,Carbon,Salix Nigra Bark Extract,Melaleuca Alternifolia Leaf Oil,Glycolic Acid,Malic Acid,Azelaic Acid,Panthenol,Allantoin,Ascorbic Acid,Camellia Sinensis Leaf Extract,Calendula Officinalis Flower Extract,Glycerin,Potassium Sorbate,Sodium Benzoate,Citric Acid,Sodium Hydroxide,Trisodium Ethylenediamine Disuccinate]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea]"
Molton Brown London,Heavenly Gingerlily Bath & Shower Gel,Bath & Body,England,"[Rosa Damascena Flower Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Propylene Glycol,Parfum,Laureth-7 Citrate,Glycerin,Sodium Chloride,Coco-Glucoside,Hedychium Coronarium Flower/Leaf/Stem Extract,Calophyllum Inophyllum Seed Oil,Polyquaternium-7,Lonicera Caprifolium Flower Extract,Lonicera Japonica Flower Extract,Caprylic Acid,Lauryl Alcohol,Myristyl Alcohol,Ethylhexyl Salicylate,Butyl Methoxydibenzoylmethane,Diethylhexyl Syringylidenemalonate,Butylphenyl Methylpropional,Alpha-Isomethyl Ionone,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Hexyl Cinnamal,Linalool,Eugenol,Citronellol,Geraniol,Tocopherol,Tetrasodium Glutamate Diacetate,Sodium Phytate,Butylene Glycol,Sorbic Acid,Benzyl Alcohol,Sodium Benzoate,Phenoxyethanol,Citric Acid,Sodium Hydroxide,Peg-150 Pentaerythrityl Tetrastearate,Ppg-2 Hydroxyethyl Cocamide,Hydrogenated Palm Glycerides Citrate,Alcohol Denat.,Blue 1 Lake,Curry Red,Acid Red 33]","[Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema]"
May Coop,Raw Clean Bar,Bath & Body,South Korea,"[Sodium Cocoyl Isethionate,Coconut Acid,Sodium Isethionate,Water,Cocobetainamido Amphopropionate,Zea Mays Starch,Aroma,Placental Extract,Macrocystis Pyrifera Extract,Panthenol,Sunstone Powder,Camellia Seed Oil,Hyaluronic Acid,Mel Extract,Oenothera Biennis Oil,Eucalyptus Globulus Leaf]","[Good For Oily Skin,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating]"
Cetaphil,Moisturizing Relief Body Wash,Bath & Body,United States,"[Water,Cocamidopropyl Betaine,Sodium Lauroyl Isethionate,Hydroxypropyl Starch Phosphate,Sodium Chloride,Lauric Acid,Sodium Lauroyl Glycinate,Glycine Soja Oil,Hydrogenated Soybean Oil,Glycerin,Phenoxyethanol,Palmitic Acid,Stearic Acid,Butyrospermum Parkii Butter,Benzyl Alcohol,Guar Hydroxypropyltrimonium Chloride,Persea Gratissima Oil,Prunus Amygdalus Dulcis Oil,Sodium Benzoate,Tetrasodium EDTA,Citric Acid]","[Hydrating,Drying,May Worsen Oily Skin,Acne Trigger]"
Nivea,Sensitive and Radiant Body Lotion - Dry Sensitive Skin,Bath & Body,Germany,"[Water,Glycerin,Cetearyl Alcohol,C15-19 Alkane,Glyceryl Stearate Se,Isopropyl Palmitate,Glyceryl Stearate,Petrolatum,Panthenol,Helianthus Annuus Seed Oil,Prunus Amygdalus Dulcis Oil,Glycine Soja Oil,Hydrolyzed Pearl,Tocopheryl Acetate,Hydrogenated Coco-Glycerides,Sodium Cetearyl Sulfate,Phenoxyethanol,Ethylhexylglycerin,Pantolactone,Carbomer,Sodium Hydroxide,Citric Acid,Sodium Citrate]","[Reduces Irritation,Brightening,May Worsen Oily Skin,Acne Trigger]"
Vaseline,Clinical Care Extremely Dry Skin Rescue Lotion,Bath & Body,United States,"[Water,Glycerin,Stearic Acid,Isopropyl Palmitate,Glycol Stearate,Peg-100 Stearate,Dimethicone,Paraffinum Liquidum,Glyceryl Stearate,Petrolatum,Cetyl Alcohol,Phenoxyethanol,Methylparaben,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Triethanolamine,Propylparaben,Stearamide Amp,Disodium EDTA,Hydroxystearic Acid]","[May Worsen Oily Skin,Acne Trigger]"
Cinq Mondes,Sublime Body Balm,Bath & Body,France,"[Helianthus Annuus Seed Oil,Caprylic/Capric Triglyceride,C10-18 Triglycerides,Cera Alba,Palmitic Acid,Stearic Acid,Arachidyl Alcohol,Ricinus Communis Seed Oil,Behenyl Alcohol,Oryza Sativa Powder,Parfum,Limonene,Arachidyl Glucoside,Butyrospermum Parkii Butter,Cocos Nucifera Oil,Tocopherol,Mica,Ci 77891,Ci 77491,Geraniol,Citral,Gardenia Taitensis Flower,Morinda Citrifolia Leaf Extract,Linalool,Benzyl Benzoate,Farnesol,Benzyl Salicylate]","[Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema]"
J.R. Watkins,AWAKEN Body Oil Mist,Bath & Body,,"[Prunus Armeniaca Kernel Oil,Isopropyl Myristate,Parfum,Helianthus Annuus Seed Oil,Simmondsia Chinensis Seed Oil,Rosmarinus Officinalis Leaf Extract,Tocopheryl Acetate,Glycine Soja Oil]","[Brightening,Acne Trigger]"
Vaseline,Clinical Care™ Eczema Calming Therapy Cream,Bath & Body,United States,"[Avena Sativa Kernel Extract 1%,Petrolatum,Glycerin,Stearic Acid,Glycol Stearate,Isopropyl Palmitate,Dimethicone,Triethanolamine,Glyceryl Stearate,Isopropyl Myristate,Cetyl Alcohol,Butyrospermum Parkii Butter,Phenoxyethanol,Methylparaben,Magnesium Aluminum Silicate,Carbomer,Propylparaben,Stearamide Amp,Disodium EDTA,Hydroxystearic Acid]","[May Worsen Oily Skin,Acne Trigger]"
Baylis & Harding,Goodness Oud Body Wash with Pump - Cedar and Amber,Bath & Body,England,"[Water,Cocamidopropyl Betaine,Sodium Lauroyl Methyl Isethionate,Parfum,Glycerin,Guar Hydroxypropyltrimonium Chloride,Citric Acid,Peg-120 Methyl Glucose Dioleate,Allantoin,Panthenol,Citrus Limon Fruit Extract,Origanum Vulgare Extract,Sodium Benzoate,Potassium Sorbate,Limonene]","[Reduces Irritation,Reduces Large Pores,Drying,Irritating]"
OSEA,V Cleanse,Bath & Body,United States,"[Water,Pelargonium Graveolens Flower/Leaf/Stem Water,Sodium Cocoyl Isethionate,Sodium Lauroamphoacetate,Sodium Methyl Cocoyl Taurate,Caesalpinia Spinosa Gum,Citric Acid,Alpha-Glucan Oligosaccharide,Saccharomyces Ferment,Gigartina Stellata Extract,Undaria Pinnatifida Extract,Potassium Sorbate,Lonicera Caprifolium Flower Extract,Lonicera Japonica Flower Extract]","[Reduces Large Pores,Drying,Irritating]"
Vichy,Homme Anti-Irritation Shaving Foam,Bath & Body,France,"[Water,Stearic Acid,Triethanolamine,Palmitic Acid,Glycerin,Isobutane,Polysorbate 20,Butane,Cocamide Mea,Dimethiconol Stearate,Hydroxyapatite,Lauryl Betaine,Parfum,Polyquaternium-7,Propane,Sodium Chloride]",[May Worsen Oily Skin]
Tree Hut,Moroccan Rose Shea Sugar Scrub,Bath & Body,,"[Sucrose,Glycerin,Polysorbate 20,Silica,Parfum,Oenothera Biennis Oil,Persea Gratissima Oil,Rosa Canina Fruit Oil,Argania Spinosa Kernel Oil,Prunus Amygdalus Dulcis Oil,Butyrospermum Parkii Butter,Carthamus Tinctorius Seed Oil,Citrus Aurantium Dulcis Oil,Macadamia Ternifolia Seed Oil,Retinyl Palmitate,Ascorbic Acid,Phenoxyethanol,Caprylyl Glycol,Sorbic Acid,Blue 1 Lake,Curry Red]","[Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema]"
Naturium,The Brightener Vitamin C Body Wash,Bath & Body,United States,"[Water,Sodium Cocoyl Isethionate,Cocamidopropyl Betaine,Hydroxysultaines,Glycerin,Coco-Glucoside,Sodium Methyl Cocoyl Taurate,Sodium Hyaluronate,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Ascorbyl Glucoside,Papain,Niacinamide,Bromelain,Sodium PCA,Vaccinium Myrtillus Fruit Extract,Saccharum Officinarum Extract,Citrus Limon Fruit Extract,Acer Saccharum Extract,Citrus Aurantium Dulcis Fruit Extract,Glycol Distearate,Polyquaternium-51,Caprylic/Capric Triglyceride,Citrus Aurantium Amara Leaf/Twig Extract,Phenoxyethanol,Cocamide Mipa,Triethyl Citrate,Sodium Hydroxide,Ethylhexylglycerin,Urea,Tetrasodium Glutamate Diacetate,Trehalose,Maltodextrin]","[Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Rosacea]"
Nivea,"Fresh Blends Apricot, Mango, Rice Milk Shower Gel",Bath & Body,Germany,"[Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Coco-Glucoside,Sodium Chloride,Prunus Amygdalus Dulcis Oil,Mangifera Indica Juice,Prunus Armeniaca Juice,Oryza Sativa Extract,Glycerin,Bisabolol,Propylene Glycol,Sorbitol,Citric Acid,Glycol Distearate,Laureth-4,Sodium Hydroxide,Xanthan Gum,Cetearyl Glucoside,Glyceryl Stearate Se,Trideceth-9,Sodium Sulfate,Denatonium Benzoate,Sodium Benzoate,Trisodium EDTA,Phenoxyethanol,Potassium Sorbate,Benzoic Acid,Dehydroacetic Acid,Ethylhexylglycerin,Geraniol,Linalool,Parfum,Ci 15985]","[Hydrating,Reduces Irritation,Reduces Large Pores,Drying,Acne Trigger,Irritating,Eczema]"
Billie,Dry-Bye Body Lotion,Bath & Body,United States,"[Water,Aloe Barbadensis Leaf Juice,Glycerin,Vitis Vinifera Seed Oil,Cetyl Alcohol,Cetearyl Alcohol,Stearyl Alcohol,Simmondsia Chinensis Seed Oil,Ethylhexylglycerin,Citrus Paradisi Peel Oil,Butyrospermum Parkii Butter,Behenyl Alcohol,Carbomer,Linum Usitatissimum Seed Oil,Caprylyl Glycol,Cetearyl Glucoside,Sodium Bicarbonate,Copernicia Cerifera Wax,Oenothera Biennis Oil,Limnanthes Alba Seed Oil,Borago Officinalis Seed Oil,Panthenol,Tocopherol,Magnesium Ascorbyl Phosphate,Chamomilla Recutita Flower Extract,Calendula Officinalis Flower Extract,Sambucus Nigra Flower Extract,Salvia Officinalis Leaf Extract,Rosa Canina Flower Extract,Foeniculum Vulgare Seed Extract,Citrus Aurantium Dulcis Flower Extract,Achillea Millefolium Extract,Geranium Maculatum Extract,Sodium Hyaluronate]","[Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating]"
Hacci,UV Body Cream For Arm & Back R SPF 50+ PA ++++,Bath & Body,Japan,"[Water,Ethylhexyl Methoxycinnamate,Butylene Glycol,Diethylhexyl Succinate,Methyl Methacrylate Crosspolymer,Diethylamino Hydroxybenzoyl Hexyl Benzoate,Pentylene Glycol,Vp/Va Copolymer,Polysorbate 60,Honey,Hyaluronic Acid,Hydrolyzed Collagen,Hydrolyzed Elastin,Rosa Canina Fruit Extract,Vitis Vinifera Seed Extract,Secale Cereale Seed Extract,Pinus Pinaster Leaf Extract,Caffeine,Carnitine,Maltodextrin,Microcrystalline Cellulose,Pantetheine Sulfonate,Cysteine,Adansonia Digitata Seed Oil,Bacillus Ferment,Hayflower Extract,Actinidia Chinensis Fruit Extract,Hydrolyzed Lupine Protein,Cerium Oxide,Xanthophylls,Saccharomyces Lysate,Glycyrrhizic Acid,Sodium Ascorbyl Phosphate,Ocimum Sanctum Leaf Extract,Ectoin,Chrysanthemum Indicum Extract,Tocopherol,Lecithin,Glycerin,Zea Mays Oil,Platinum,Ethylhexylglycerin,Glyceryl Stearate,Silica,Mica,Titanium Dioxide,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Peg-Crosspolymer,T-Butyl Alcohol,Sodium Hydroxide,Pentetic Acid,Peg-60 Almond Glycerides,Hydroxypropylcellulose,Hydrolyzed Conchiolin Protein,Phenoxyethanol,Pearl Powder,Parfum]","[Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating,Eczema]"
Eminence Organics,Strawberry Rhubarb Hyaluronic Body Lotion,Bath & Body,,"[Aloe Barbadensis Leaf Juice,Helianthus Annuus Seed Oil,Rheum Palmatum Root Extract,Althaea Officinalis Root Extract,Vitis Vinifera Seed Extract,Fragaria Chiloensis Fruit Extract,Oryza Sativa Extract,Vitis Vinifera Seed Oil,Glycerin,Zea Mays Oil,Sodium Caprylate,Caprylic/Capric Triglyceride,Glyceryl Stearate Se,Water,Aloe Barbadensis Leaf Extract,Undecane,Tridecane,Sodium Hyaluronate,Panthenol,Fragaria Vesca Fruit Extract,Rheum Rhabarbarum Extract,Xylitylglucoside,Anhydroxylitol,Xylitol,Beta Vulgaris Root Extract,Arachidyl Alcohol,Behenyl Alcohol,Arachidyl Glucoside,Carbomer,Benzyl Alcohol,Dehydroacetic Acid,Heptyl Glucoside,1,2-Hexanediol,Caprylyl Glycol,Tropolone,Vitis Vinifera Juice Extract,Sucrose,Pectin,Citric Acid,Propanediol,Sodium Benzoate,Parfum,Euterpe Oleracea Fruit Extract,Citrus Limon Juice,Malpighia Glabra Fruit Extract,Emblica Officinalis Fruit Extract,Adansonia Digitata Fruit Extract,Myrciaria Dubia Fruit Extract,Daucus Carota Sativa Root Extract,Cocos Nucifera Water,Lycium Barbarum Fruit Extract,Maltodextrin,Thioctic Acid]","[Reduces Irritation,Reduces Large Pores,Drying,Irritating]"
Sierra Bees,"Chest Rub Balm Stick, Eucalyptus & Peppermint",Bath & Body,United States,"[Olea Europaea Fruit Oil,Helianthus Annuus Seed Oil,Cera Alba,Butyrospermum Parkii Butter,Rosa Canina Seed Oil,Menthol,Lavandula Angustifolia Oil,Eucalyptus Globulus Leaf Oil,Mentha Piperita Oil,Tocopherol,Rosmarinus Officinalis Leaf Extract,Melaleuca Alternifolia Leaf Oil,Stellaria Media Extract,Aloe Barbadensis Leaf Extract,Chamomilla Recutita Flower Extract,Cinnamomum Cassia Leaf Oil]","[Good For Oily Skin,Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea]"
Creed,Love in White Soap,Bath & Body,France,"[Sodium Palmate,Sodium Palm Kernelate,Water,Parfum,Palm Kernel Acid,Glycerin,Palm Acid,Sodium Chloride,Decyl Glucoside,Titanium Dioxide,Sodium Thiosulfate,Limonene,Tetrasodium EDTA,Alpha-Isomethyl Ionone,Linalool,Tetrasodium Etidronate,Hydroxycitronellal,Coumarin,Citronellol]","[Drying,Acne Trigger]"
Dove,Men+Care Clean Comfort Body and Face Wash,Bath & Body,United States,"[Water,Glycerin,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Acrylates Copolymer,Sodium Lauroyl Isethionate,Stearic Acid,Palmitic Acid,Parfum,Sodium Chloride,Sodium Benzoate,Citric Acid,Tetrasodium EDTA,Phenoxyethanol,Ppg-9,Iodopropynyl Butylcarbamate,Alpha-Isomethyl Ionone,Benzyl Salicylate,Limonene,Linalool,Ci 19140,Ci 42090,Ci 17200]","[Reduces Large Pores,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
Duke Cannon,Best Damn Beard Oil Redwood,Bath & Body,,"[Prunus Armeniaca Kernel Oil,Simmondsia Chinensis Seed Oil,Argania Spinosa Kernel Oil,Citrus Aurantium Dulcis Peel Oil,Hydrated Silica,Tocopherol,Rosmarinus Officinalis Leaf Extract,Eugenia Caryophyllus Flower Oil,Calendula Officinalis Flower Extract]","[Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating]"
Pacifica,Coconut & Charcoal Underarm Detox Scrub,Bath & Body,United States,"[Water,Cetyl Alcohol,Prunus Armeniaca Seed Powder,Glycerin,Glyceryl Stearate Citrate,Charcoal Powder,Maranta Arundinacea Root Powder,Coco-Caprylate,Hydrolyzed Verbascum Thapsus Flower,Cocos Nucifera Oil,Camellia Sinensis Leaf Extract,Decyl Glucoside,Potassium Cetyl Phosphate,Xanthan Gum,Diheptyl Succinate,Capryloyl Glycerin/Sebacic Acid Copolymer,Phenoxyethanol,Ethylhexylglycerin,Parfum]",[Acne Trigger]
Ziaja,Baltic Home Spa Wellness Massage Oil Coconut & Almond,Bath & Body,Poland,"[Paraffinum Liquidum,Isopropyl Myristate,Prunus Amygdalus Dulcis Oil,Hydrogenated Coco-Glycerides,Parfum,Benzyl Salicylate,Benzyl Benzoate,Hexyl Cinnamal,Limonene,Eugenol,Linalool]","[May Worsen Oily Skin,Acne Trigger]"
Kopari,Ultra Restore Body Butter with Hyaluronic Acid - Coconut,Bath & Body,United States,"[Water,Cocos Nucifera Oil,Glycerin,Squalane,Ethylhexyl Palmitate,Stearic Acid,Stearyl Alcohol,Mangifera Indica Seed Butter,Cereus Grandiflorus Flower Extract,Opuntia Ficus-Indica Seed Oil,Sodium Hyaluronate,Panthenol,Tocopherol,Glycine Soja Oil,Garcinia Cambogia Fruit Extract,Betula Alba Bark Extract,Xanthan Gum,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Canola Oil,Hydrogenated Lecithin,Ethylhexylglycerin,Citric Acid,Steareth-21,Sodium Hydroxide,Phenoxyethanol,Parfum]","[Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
The Handmade Soap Co.,"Lavender, Rosemary, Thyme & Mint Shower Gel",Bath & Body,Ireland,"[Water,Ammonium Lauryl Sulfate,Betaine,Glycerin,Capryloyl/Caproyl Methyl Glucamide,Lauryl Betaine,Lauroyl/Myristoyl Methyl Glucamide,Lavandula Angustifolia Herb Oil,Rosmarinus Officinalis Leaf Oil,Thymus Vulgaris Oil,Mentha Spicata Herb Oil,Cinnamomum Camphora Leaf Oil,Salvia Officinalis Oil,Sodium Citrate,Benzyl Alcohol,Dehydroacetic Acid,Citric Acid,Sodium Phytate,Parfum,Limonene,Linalool]","[Reduces Large Pores,Drying,Irritating]"
European Wax Center,Ingrown Hair Wipes,Bath & Body,United States,"[Water,Alcohol Denat.,Glycolic Acid,Glycerin,Polysorbate 20,Hamamelis Virginiana Water,Aloe Barbadensis Leaf Juice,Chamomilla Recutita Flower Extract,Cucumis Sativus Fruit Extract,Macrocystis Pyrifera Extract,Tocopheryl Acetate,Narcissus Tazetta Bulb Extract,Parfum,Sodium Hydroxide,Salicylic Acid,Disodium EDTA,Phenoxyethanol,Potassium Sorbate,Chlorphenesin]","[Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
Soap & Glory,Smoothie Star Exfoliating Breakfast Body Scrub,Bath & Body,United Kingdom,"[Glycerin,Sodium Chloride,Maris Sal,Sucrose,Glyceryl Stearate,Polysorbate 20,Caprylic/Capric Triglyceride,Butylene Glycol,Peg-100 Stearate,Hydrated Silica,Avena Sativa Kernel Meal,Water,Butyrospermum Parkii Butter,Parfum,Benzyl Benzoate,Theobroma Grandiflorum Seed Powder,Dipropylene Glycol,Prunus Amygdalus Dulcis Oil,Musa Acuminata Fruit Extract,Honey,Benzyl Alcohol,Citric Acid,Sodium Benzoate,Potassium Sorbate,Denatonium Benzoate,Benzoic Acid]","[Reduces Large Pores,Scar Healing,Drying,Acne Trigger,Irritating,Eczema]"
Billie,Body Buffer,Bath & Body,United States,"[Sodium Palmate,Sodium Palm Kernelate,Water,Glycerin,Sodium Gluconate,Cellulose Acetate,Hydrogenated Castor Oil,Butyrospermum Parkii Butter,Parfum,Aloe Barbadensis Leaf Juice,Simmondsia Chinensis Seed Oil,Jojoba Esters,Olea Europaea Fruit Oil,Palm Acid,Sodium Chloride,Palm Kernel Acid,Ricinus Communis Seed Oil,Geraniol,Kaolin,Maltodextrin,Citronellol,Linalool,Ci 77510,Ci 77891,Ci 77007]","[Drying,Acne Trigger]"
